animal_id,animal,timestamp,x,y,oxygen_sat,heart_rate,temperature,air_quality
aa7514,Zebra,58.19,-313.9283,346.5674,0.96,200,None,None
aa7514,Zebra,59.2,-311.7686,340.9649,0.96,200,None,None
aa7514,Zebra,60.21,-309.573,335.2694,0.96,200,None,None
aa7514,Zebra,61.21,-307.4133,329.6671,0.96,200,None,None
aa7514,Zebra,62.21,-305.2537,324.0649,0.96,200,None,None
aa7514,Zebra,63.25,-303.022,318.2758,0.96,200,None,None
aa7514,Zebra,64.25,-300.8623,312.6735,0.96,200,None,None
aa7514,Zebra,65.25,-298.7026,307.0711,0.96,200,None,None
aa7514,Zebra,66.25,-296.5429,301.4687,0.96,200,None,None
aa7514,Zebra,67.25,-294.3833,295.8664,0.96,200,None,None
aa7514,Zebra,68.29,-292.1516,290.0773,0.96,200,None,None
aa7514,Zebra,69.32,-289.92,284.2883,0.96,200,None,None
aa7514,Zebra,70.32,-287.7602,278.6858,0.96,200,None,None
aa7514,Zebra,71.35,-285.5286,272.8969,0.96,200,None,None
aa7514,Zebra,72.39,-283.2969,267.1077,0.96,200,None,None
aa7514,Zebra,73.42,-281.0653,261.3188,0.96,200,None,None
aa7514,Zebra,74.42,-278.9057,255.7165,0.96,200,None,None
aa7514,Zebra,75.42,-276.7459,250.1139,0.96,200,None,None
aa7514,Zebra,76.46,-274.5143,244.3249,0.96,200,None,None
aa7514,Zebra,77.49,-272.2826,238.5359,0.96,200,None,None
aa7514,Zebra,78.51,-270.087,232.8403,0.96,200,None,None
aa7514,Zebra,79.53,-267.8919,227.8422,0.96,200,None,None
aa7514,Zebra,80.53,-265.7882,227.8332,0.96,200,None,None
aa7514,Zebra,81.54,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,82.56,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,83.58,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,84.6,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,85.6,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,86.6,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,87.6,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,88.62,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,89.63,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,90.67,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,91.67,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,92.67,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,93.69,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,94.7,-264.9983,227.7918,0.96,200,None,None
aa7514,Zebra,95.72,-264.9983,227.7918,0.96,200,92.83031,None
aa7514,Zebra,96.74,-264.9983,227.7918,0.96,200,92.82958,30.28296
aa7514,Zebra,97.76,-264.9983,227.7918,0.96,200,92.82886,30.28289
aa7514,Zebra,98.76,-264.9983,227.7918,0.96,200,92.82813,30.28281
aa7514,Zebra,99.76,-264.9983,227.7918,0.96,200,92.82745,30.28275
aa7514,Zebra,100.76,-264.9983,227.7918,0.96,200,92.82676,30.28268
aa7514,Zebra,101.76,-264.9983,227.7918,0.96,200,92.82606,30.28261
aa7514,Zebra,102.78,-264.9983,227.7918,0.96,200,92.82538,30.28254
aa7514,Zebra,103.78,-264.9983,227.7918,0.96,200,92.82469,30.28247
aa7514,Zebra,104.89,-264.9983,227.7918,0.96,200,92.82396,30.2824
aa7514,Zebra,105.89,-264.9983,227.7918,0.96,200,92.82319,30.28232
aa7514,Zebra,106.9,-264.9983,227.7918,0.96,200,92.82248,30.28225
aa7514,Zebra,107.91,-264.9983,227.7918,0.96,200,92.82178,30.28218
aa7514,Zebra,108.93,-264.9983,227.7918,0.96,200,92.82107,30.28211
aa7514,Zebra,109.93,-264.9983,227.7918,0.96,200,92.8204,30.28204
aa7514,Zebra,110.95,-264.9983,227.7918,0.96,200,92.81972,30.28197
aa7514,Zebra,111.95,-264.9983,227.7918,0.96,200,92.81901,30.2819
aa7514,Zebra,112.98,-264.9983,227.7918,0.96,200,92.81827,30.28183
aa7514,Zebra,114.0,-264.9983,227.7918,0.96,200,92.81757,30.28176
aa7514,Zebra,115.02,-264.9983,227.7918,0.96,200,92.81686,30.28169
aa7514,Zebra,116.05,-264.9983,227.7918,0.96,200,92.81615,30.28161
aa7514,Zebra,117.1,-264.9983,227.7918,0.96,200,92.81541,30.28154
aa7514,Zebra,118.1,-264.9983,227.7918,0.96,200,92.8147,30.28147
aa7514,Zebra,119.17,-264.9983,227.7918,0.96,200,92.81402,30.2814
aa7514,Zebra,120.17,-264.9983,227.7918,0.96,200,92.81333,30.28133
aa7514,Zebra,121.24,-264.9983,227.7918,0.96,200,92.81258,30.28126
aa7514,Zebra,122.24,-264.9983,227.7918,0.96,200,92.8119,30.28119
aa7514,Zebra,123.26,-264.9983,227.7918,0.96,200,92.81117,30.28112
aa7514,Zebra,124.27,-264.9983,227.7918,0.96,200,92.8104,30.28104
aa7514,Zebra,125.27,-264.9983,227.7918,0.96,200,92.80972,30.28097
aa7514,Zebra,126.31,-264.9983,227.7918,0.96,200,92.80898,30.2809
aa7514,Zebra,127.34,-264.9983,227.7918,0.96,200,92.80824,30.28082
aa7514,Zebra,128.36,-264.9983,227.7918,0.96,200,92.80756,30.28076
aa7514,Zebra,129.39,-264.9983,227.7918,0.96,200,92.80682,30.28068
aa7514,Zebra,130.41,-264.9983,227.7918,0.96,200,92.80609,30.28061
aa7514,Zebra,131.41,-264.9983,227.7918,0.96,200,92.8054,30.28054
aa7514,Zebra,132.43,-264.9983,227.7918,0.96,200,92.80468,30.28047
aa7514,Zebra,133.45,-264.9983,227.7918,0.96,200,92.80399,30.2804
aa7514,Zebra,134.46,-264.9983,227.7918,0.96,200,92.80328,30.28033
aa7514,Zebra,135.47,-264.9983,227.7918,0.96,200,92.80257,30.28026
aa7514,Zebra,136.47,-264.9983,227.7918,0.96,200,92.80189,30.28019
aa7514,Zebra,137.5,-264.9983,227.7918,0.96,200,92.8012,30.28012
aa7514,Zebra,138.5,-264.9983,227.7918,0.96,200,92.80045,30.28004
aa7514,Zebra,139.5,-264.9983,227.7918,0.96,200,92.79972,30.27997
aa7514,Zebra,140.54,-264.9983,227.7918,0.96,200,92.79903,30.2799
aa7514,Zebra,141.55,-264.9983,227.7918,0.96,200,92.79832,30.27983
aa7514,Zebra,142.57,-264.9983,227.7918,0.96,200,92.79762,30.27976
aa7514,Zebra,143.59,-264.9983,227.7918,0.96,200,92.79693,30.27969
aa7514,Zebra,144.64,-264.9983,227.7918,0.96,200,92.7962,30.27962
aa7514,Zebra,145.72,-264.9983,227.7918,0.96,200,92.79556,30.27956
aa7514,Zebra,146.76,-264.9983,227.7918,0.96,200,92.79482,30.27948
aa7514,Zebra,147.81,-264.9983,227.7918,0.96,200,92.79411,30.27941
aa7514,Zebra,148.87,-264.9983,227.7918,0.96,200,92.79337,30.27934
aa7514,Zebra,149.98,-264.9983,227.7918,0.96,200,92.79258,30.27926
aa7514,Zebra,151.01,-264.9983,227.7918,0.96,200,92.79185,30.27919
aa7514,Zebra,152.03,-264.9983,227.7918,0.96,200,92.79108,30.27911
aa7514,Zebra,153.08,-264.9983,227.7918,0.96,200,92.79034,30.27903
aa7514,Zebra,154.13,-264.9983,227.7918,0.96,200,92.7896,30.27896
aa7514,Zebra,155.2,-264.9983,227.7918,0.96,200,92.78888,30.27889
aa7514,Zebra,156.23,-264.9983,227.7918,0.96,200,92.78815,30.27881
aa7514,Zebra,157.25,-264.9983,227.7918,0.96,200,92.78741,30.27874
aa7514,Zebra,158.25,-264.9983,227.7918,0.96,200,92.78668,30.27867
aa7514,Zebra,159.28,-264.9983,227.7918,0.96,200,92.78597,30.2786
aa7514,Zebra,160.32,-264.9983,227.7918,0.96,200,92.78522,30.27852
aa7514,Zebra,161.35,-264.9983,227.7918,0.96,200,92.78452,30.27845
aa7514,Zebra,162.37,-264.9983,227.7918,0.96,200,92.78377,30.27838
aa7514,Zebra,163.39,-264.9983,227.7918,0.96,200,92.78307,30.27831
aa7514,Zebra,164.4,-264.9983,227.7918,0.96,200,92.78236,30.27824
aa7514,Zebra,165.4,-264.9983,227.7918,0.96,200,92.78165,30.27816
aa7514,Zebra,166.42,-264.9983,227.7918,0.96,200,92.78094,30.2781
aa7514,Zebra,167.42,-264.9983,227.7918,0.96,200,92.78025,30.27802
aa7514,Zebra,168.44,-264.9983,227.7918,0.96,200,92.77953,30.27795
aa7514,Zebra,169.46,-264.9983,227.7918,0.96,200,92.77882,30.27788
aa7514,Zebra,170.46,-264.9983,227.7918,0.96,200,92.77811,30.27781
aa7514,Zebra,171.46,-264.9983,227.7918,0.96,200,92.77742,30.27774
aa7514,Zebra,172.46,-264.9983,227.7918,0.96,200,92.77671,30.27767
aa7514,Zebra,173.48,-264.9983,227.7918,0.96,200,92.77602,30.2776
aa7514,Zebra,174.48,-264.9983,227.7918,0.96,200,92.77528,30.27753
aa7514,Zebra,175.49,-264.9983,227.7918,0.96,200,92.77459,30.27746
aa7514,Zebra,176.51,-264.9983,227.7918,0.96,200,92.77388,30.27739
aa7514,Zebra,177.51,-264.9983,227.7918,0.96,200,92.77319,30.27732
aa7514,Zebra,178.51,-264.9983,227.7918,0.96,200,92.77245,30.27724
aa7514,Zebra,179.51,-264.9983,227.7918,0.96,200,92.77174,30.27717
aa7514,Zebra,180.51,-264.9983,227.7918,0.96,200,92.77105,30.27711
aa7514,Zebra,181.51,-264.9983,227.7918,0.96,200,92.77035,30.27703
aa7514,Zebra,182.51,-264.9983,227.7918,0.96,200,92.76966,30.27697
aa7514,Zebra,183.53,-264.9983,227.7918,0.96,200,92.76896,30.2769
aa7514,Zebra,184.53,-264.9983,227.7918,0.96,200,92.76823,30.27682
aa7514,Zebra,185.53,-264.9983,227.7918,0.96,200,92.76755,30.27675
aa7514,Zebra,186.53,-264.9983,227.7918,0.96,200,92.76685,30.27669
aa7514,Zebra,187.54,-264.9983,227.7918,0.96,200,92.76616,30.27662
aa7514,Zebra,188.54,-264.9983,227.7918,0.96,200,92.76547,30.27655
aa7514,Zebra,189.54,-264.9983,227.7918,0.96,200,92.76476,30.27648
aa7514,Zebra,190.54,-264.9983,227.7918,0.96,200,92.76405,30.27641
aa7514,Zebra,191.54,-264.9983,227.7918,0.96,200,92.76335,30.27633
aa7514,Zebra,192.54,-264.9983,227.7918,0.96,200,92.76267,30.27627
aa7514,Zebra,193.54,-264.9983,227.7918,0.96,200,92.76196,30.2762
aa7514,Zebra,194.54,-264.9983,227.7918,0.96,200,92.76126,30.27613
aa7514,Zebra,195.54,-264.9983,227.7918,0.96,200,92.76056,30.27606
aa7514,Zebra,196.54,-264.9983,227.7918,0.96,200,92.75984,30.27598
aa7514,Zebra,197.54,-264.9983,227.7918,0.96,200,92.75915,30.27592
aa7514,Zebra,198.54,-264.9983,227.7918,0.96,200,92.75848,30.27585
aa7514,Zebra,199.54,-264.9983,227.7918,0.96,200,92.75778,30.27578
aa7514,Zebra,200.54,-264.9983,227.7918,0.96,200,92.75706,30.27571
aa7514,Zebra,201.54,-264.9983,227.7918,0.96,200,92.75635,30.27563
aa7514,Zebra,202.55,-264.9983,227.7918,0.96,200,92.75564,30.27556
aa7514,Zebra,203.55,-264.9983,227.7918,0.96,200,92.75495,30.2755
aa7514,Zebra,204.56,-264.9983,227.7918,0.96,200,92.75426,30.27543
aa7514,Zebra,205.58,-264.9983,227.7918,0.96,200,92.75356,30.27536
aa7514,Zebra,206.58,-264.9983,227.7918,0.96,200,92.75285,30.27529
aa7514,Zebra,207.58,-264.9983,227.7918,0.96,200,92.75213,30.27521
aa7514,Zebra,208.6,-264.9983,227.7918,0.96,200,92.75144,30.27514
aa7514,Zebra,209.62,-264.9983,227.7918,0.96,200,92.75072,30.27507
aa7514,Zebra,210.62,-264.9983,227.7918,0.96,200,92.75003,30.275
aa7514,Zebra,211.62,-264.9983,227.7918,0.96,200,92.74932,30.27493
aa7514,Zebra,212.62,-264.9983,227.7918,0.96,200,92.74863,30.27486
aa7514,Zebra,213.64,-264.9983,227.7918,0.96,200,92.74793,30.27479
aa7514,Zebra,214.65,-264.9983,227.7918,0.96,200,92.74722,30.27472
aa7514,Zebra,215.67,-264.9983,227.7918,0.96,200,92.74651,30.27465
aa7514,Zebra,216.69,-264.9983,227.7918,0.96,200,92.7458,30.27458
aa7514,Zebra,217.69,-264.9983,227.7918,0.96,200,92.74508,30.27451
aa7514,Zebra,218.69,-264.9983,227.7918,0.96,200,92.74439,30.27444
aa7514,Zebra,219.69,-264.9983,227.7918,0.96,200,92.74368,30.27437
aa7514,Zebra,220.71,-264.9983,227.7918,0.96,200,92.74298,30.2743
aa7514,Zebra,221.71,-264.9983,227.7918,0.96,200,92.74229,30.27423
aa7514,Zebra,222.71,-264.9983,227.7918,0.96,200,92.74155,30.27415
aa7514,Zebra,223.73,-264.9983,227.7918,0.96,200,92.74088,30.27409
aa7514,Zebra,224.74,-264.9983,227.7918,0.96,200,92.74017,30.27402
aa7514,Zebra,225.76,-264.9983,227.7918,0.96,200,92.73946,30.27394
aa7514,Zebra,226.76,-264.9983,227.7918,0.96,200,92.73875,30.27387
aa7514,Zebra,227.78,-264.9983,227.7918,0.96,200,92.73805,30.27381
aa7514,Zebra,228.78,-264.9983,227.7918,0.96,200,92.73737,30.27374
aa7514,Zebra,229.78,-264.9983,227.7918,0.96,200,92.73662,30.27366
aa7514,Zebra,230.78,-264.9983,227.7918,0.96,200,92.73594,30.27359
aa7514,Zebra,231.8,-264.9983,227.7918,0.96,200,92.73523,30.27352
aa7514,Zebra,232.82,-264.9983,227.7918,0.96,200,92.73453,30.27345
aa7514,Zebra,233.82,-264.9983,227.7918,0.96,200,92.73382,30.27338
aa7514,Zebra,234.83,-264.9983,227.7918,0.96,200,92.73311,30.27331
aa7514,Zebra,235.84,-264.9983,227.7918,0.96,200,92.7324,30.27324
aa7514,Zebra,236.87,-264.9983,227.7918,0.96,200,92.73169,30.27317
aa7514,Zebra,237.87,-264.9983,227.7918,0.96,200,92.73096,30.2731
aa7514,Zebra,238.9,-264.9983,227.7918,0.96,200,92.73028,30.27303
aa7514,Zebra,239.92,-264.9983,227.7918,0.96,200,92.72955,30.27295
aa7514,Zebra,240.92,-264.9983,227.7918,0.96,200,92.72885,30.27288
aa7514,Zebra,241.92,-264.9983,227.7918,0.96,200,92.72818,30.27282
aa7514,Zebra,242.94,-264.9983,227.7918,0.96,200,92.72746,30.27275
aa7514,Zebra,243.94,-264.9983,227.7918,0.96,200,92.72674,30.27267
aa7514,Zebra,244.96,-264.9983,227.7918,0.96,200,92.72603,30.2726
aa7514,Zebra,245.96,-264.9983,227.7918,0.96,200,92.72534,30.27254
aa7514,Zebra,247.01,-264.9983,227.7918,0.96,200,92.72468,30.27247
aa7514,Zebra,248.01,-264.9983,227.7918,0.96,200,92.72395,30.27239
aa7514,Zebra,249.01,-264.9983,227.7918,0.96,200,92.72324,30.27232
aa7514,Zebra,250.03,-264.9983,227.7918,0.96,200,92.72252,30.27225
aa7514,Zebra,251.06,-264.9983,227.7918,0.96,200,92.7218,30.27218
aa7514,Zebra,252.06,-264.9983,227.7918,0.96,200,92.72109,30.27211
aa7514,Zebra,253.11,-264.9983,227.7918,0.96,200,92.72034,30.27203
aa7514,Zebra,254.13,-264.9983,227.7918,0.96,200,92.71961,30.27196
aa7514,Zebra,255.15,-264.9983,227.7918,0.96,200,92.71892,30.27189
aa7514,Zebra,256.15,-264.9983,227.7918,0.96,200,92.71819,30.27182
aa7514,Zebra,257.15,-264.9983,227.7918,0.96,200,92.71751,30.27175
aa7514,Zebra,258.17,-264.9983,227.7918,0.96,200,92.71681,30.27168
aa7514,Zebra,259.19,-264.9983,227.7918,0.96,200,92.71611,30.27161
aa7514,Zebra,260.19,-264.9983,227.7918,0.96,200,92.71539,30.27154
aa7514,Zebra,261.19,-264.9983,227.7918,0.96,200,92.71469,30.27147
aa7514,Zebra,262.2,-264.9983,227.7918,0.96,200,92.71397,30.2714
aa7514,Zebra,263.2,-264.9983,227.7918,0.96,200,92.71329,30.27133
aa7514,Zebra,264.21,-264.9983,227.7918,0.96,200,92.71255,30.27126
aa7514,Zebra,265.22,-264.9983,227.7918,0.96,200,92.71186,30.27119
aa7514,Zebra,266.24,-264.9983,227.7918,0.96,200,92.71116,30.27112
aa7514,Zebra,267.24,-264.9983,227.7918,0.96,200,92.71045,30.27104
aa7514,Zebra,268.26,-264.9983,227.7918,0.96,200,92.70975,30.27098
aa7514,Zebra,269.28,-264.9983,227.7918,0.96,200,92.70904,30.2709
aa7514,Zebra,270.28,-264.9983,227.7918,0.96,200,92.70831,30.27083
aa7514,Zebra,271.29,-264.9983,227.7918,0.96,200,92.70761,30.27076
aa7514,Zebra,272.29,-264.9983,227.7918,0.96,200,92.70691,30.27069
aa7514,Zebra,273.33,-264.9983,227.7918,0.96,200,92.7062,30.27062
aa7514,Zebra,274.36,-264.9983,227.7918,0.96,200,92.70547,30.27055
aa7514,Zebra,275.38,-264.9983,227.7918,0.96,200,92.70477,30.27048
aa7514,Zebra,276.38,-264.9983,227.7918,0.96,200,92.70406,30.27041
aa7514,Zebra,277.41,-264.9983,227.7918,0.96,200,92.70335,30.27033
aa7514,Zebra,278.42,-264.9983,227.7918,0.96,200,92.70264,30.27026
aa7514,Zebra,279.43,-264.9983,227.7918,0.96,200,92.70193,30.27019
aa7514,Zebra,280.43,-264.9983,227.7918,0.96,200,92.70121,30.27012
aa7514,Zebra,281.45,-264.9983,227.7918,0.96,200,92.70049,30.27005
aa7514,Zebra,282.47,-264.9983,227.7918,0.96,200,92.69978,30.26998
aa7514,Zebra,283.49,-264.9983,227.7918,0.96,200,92.69907,30.26991
aa7514,Zebra,284.5,-264.9983,227.7918,0.96,200,92.69835,30.26983
aa7514,Zebra,285.52,-264.9983,227.7918,0.96,200,92.69765,30.26976
aa7514,Zebra,286.54,-264.9983,227.7918,0.96,200,92.69691,30.26969
aa7514,Zebra,287.54,-264.9983,227.7918,0.96,200,92.69624,30.26962
aa7514,Zebra,288.56,-264.9983,227.7918,0.96,200,92.69551,30.26955
aa7514,Zebra,289.57,-264.9983,227.7918,0.96,200,92.69481,30.26948
aa7514,Zebra,290.59,-264.9983,227.7918,0.96,200,92.69409,30.26941
aa7514,Zebra,291.59,-264.9983,227.7918,0.96,200,92.69339,30.26934
aa7514,Zebra,292.61,-264.9983,227.7918,0.96,200,92.69269,30.26927
aa7514,Zebra,293.64,-264.9983,227.7918,0.96,200,92.69199,30.2692
aa7514,Zebra,294.66,-264.9983,227.7918,0.96,200,92.69125,30.26912
aa7514,Zebra,295.69,-264.9983,227.7918,0.96,200,92.69056,30.26906
aa7514,Zebra,296.73,-264.9983,227.7918,0.96,200,92.68984,30.26898
aa7514,Zebra,297.75,-264.9983,227.7918,0.96,200,92.68913,30.26891
aa7514,Zebra,298.78,-264.9983,227.7918,0.96,200,92.68842,30.26884
aa7514,Zebra,299.78,-264.9983,227.7918,0.96,200,92.68768,30.26877
aa7514,Zebra,300.81,-264.9983,227.7918,0.96,200,92.68694,30.26869
aa7514,Zebra,301.81,-264.9983,227.7918,0.96,200,92.68621,30.26862
aa7514,Zebra,302.83,-264.9983,227.7918,0.96,200,92.68554,30.26855
aa7514,Zebra,303.85,-264.9983,227.7918,0.96,200,92.68483,30.26848
aa7514,Zebra,304.87,-264.9983,227.7918,0.96,200,92.68413,30.26841
aa7514,Zebra,305.87,-264.9983,227.7918,0.96,200,92.6834,30.26834
aa7514,Zebra,306.87,-264.9983,227.7918,0.96,200,92.68269,30.26827
aa7514,Zebra,307.9,-264.9983,227.7918,0.96,200,92.68199,30.2682
aa7514,Zebra,308.92,-264.9983,227.7918,0.96,200,92.68126,30.26813
aa7514,Zebra,309.92,-264.9983,227.7918,0.96,200,92.68054,30.26805
aa7514,Zebra,310.92,-264.9983,227.7918,0.96,200,92.67986,30.26799
aa7514,Zebra,311.94,-264.9983,227.7918,0.96,200,92.67918,30.26792
aa7514,Zebra,312.94,-264.9983,227.7918,0.96,200,92.67848,30.26785
aa7514,Zebra,313.94,-264.9983,227.7918,0.96,200,92.6778,30.26778
aa7514,Zebra,314.94,-264.9983,227.7918,0.96,200,92.67712,30.26771
aa7514,Zebra,315.97,-264.9983,227.7918,0.96,200,92.67638,30.26764
aa7514,Zebra,316.99,-264.9983,227.7918,0.96,200,92.67564,30.26756
aa7514,Zebra,318.03,-264.9983,227.7918,0.96,200,92.67496,30.2675
aa7514,Zebra,319.03,-264.9983,227.7918,0.96,200,92.67423,30.26742
aa7514,Zebra,320.03,-264.9983,227.7918,0.96,200,92.67351,30.26735
aa7514,Zebra,321.06,-264.9983,227.7918,0.96,200,92.67281,30.26728
aa7514,Zebra,322.08,-264.9983,227.7918,0.96,200,92.67205,30.26721
aa7514,Zebra,323.11,-264.9983,227.7918,0.96,200,92.67134,30.26713
aa7514,Zebra,324.11,-264.9983,227.7918,0.96,200,92.67062,30.26706
aa7514,Zebra,325.13,-264.9983,227.7918,0.96,200,92.66991,30.26699
aa7514,Zebra,326.17,-264.9983,227.7918,0.96,200,92.66919,30.26692
aa7514,Zebra,327.17,-264.9983,227.7918,0.96,200,92.66853,30.26685
aa7514,Zebra,328.2,-264.9983,227.7918,0.96,200,92.66775,30.26678
aa7514,Zebra,329.2,-264.9983,227.7918,0.96,200,92.6671,30.26671
aa7514,Zebra,330.23,-264.9983,227.7918,0.96,200,92.66635,30.26664
aa7514,Zebra,331.24,-264.9983,227.7918,0.96,200,92.66562,30.26656
aa7514,Zebra,332.27,-264.9983,227.7918,0.96,200,92.6649,30.26649
aa7514,Zebra,333.29,-264.9983,227.7918,0.96,200,92.66421,30.26642
aa7514,Zebra,334.29,-264.9983,227.7918,0.96,200,92.66355,30.26636
aa7514,Zebra,335.32,-264.9983,227.7918,0.96,200,92.6628,30.26628
aa7514,Zebra,336.32,-264.9983,227.7918,0.96,200,92.66206,30.2662
aa7514,Zebra,337.32,-264.9983,227.7918,0.96,200,92.66135,30.26614
aa7514,Zebra,338.34,-264.9983,227.7918,0.96,200,92.66068,30.26607
aa7514,Zebra,339.34,-264.9983,227.7918,0.96,200,92.66,30.266
aa7514,Zebra,340.34,-264.9983,227.7918,0.96,200,92.65925,30.26592
aa7514,Zebra,341.38,-264.9983,227.7918,0.96,200,92.65855,30.26586
aa7514,Zebra,342.38,-264.9983,227.7918,0.96,200,92.65788,30.26579
aa7514,Zebra,343.39,-264.9983,227.7918,0.96,200,92.65717,30.26572
aa7514,Zebra,344.44,-264.9983,227.7918,0.96,200,92.65643,30.26564
aa7514,Zebra,345.48,-264.9983,227.7918,0.96,200,92.65569,30.26557
aa7514,Zebra,346.48,-264.9983,227.7918,0.96,200,92.65498,30.2655
aa7514,Zebra,347.5,-264.9983,227.7918,0.96,200,92.65427,30.26543
aa7514,Zebra,348.53,-264.9983,227.7918,0.96,200,92.65353,30.26535
aa7514,Zebra,349.55,-264.9983,227.7918,0.96,200,92.65283,30.26528
aa7514,Zebra,350.55,-264.9983,227.7918,0.96,200,92.65211,30.26521
aa7514,Zebra,351.57,-264.9983,227.7918,0.96,200,92.65141,30.26514
aa7514,Zebra,352.6,-264.9983,227.7918,0.96,200,92.65069,30.26507
aa7514,Zebra,353.63,-264.9983,227.7918,0.96,200,92.64996,30.265
aa7514,Zebra,354.65,-264.9983,227.7918,0.96,200,92.64925,30.26493
aa7514,Zebra,355.65,-264.9983,227.7918,0.96,200,92.64854,30.26485
aa7514,Zebra,356.67,-264.9983,227.7918,0.96,200,92.64783,30.26478
aa7514,Zebra,357.7,-264.9983,227.7918,0.96,200,92.64709,30.26471
aa7514,Zebra,358.75,-264.9983,227.7918,0.96,200,92.64635,30.26464
aa7514,Zebra,359.79,-264.9983,227.7918,0.96,200,92.64564,30.26456
aa7514,Zebra,360.82,-264.9983,227.7918,0.96,200,92.64491,30.26449
aa7514,Zebra,361.86,-264.9983,227.7918,0.96,200,92.64419,30.26442
aa7514,Zebra,362.86,-264.9983,227.7918,0.96,200,92.64349,30.26435
aa7514,Zebra,363.88,-264.9983,227.7918,0.96,200,92.64278,30.26428
aa7514,Zebra,364.91,-264.9983,227.7918,0.96,200,92.64204,30.2642
aa7514,Zebra,365.94,-264.9983,227.7918,0.96,200,92.64132,30.26413
aa7514,Zebra,366.98,-264.9983,227.7918,0.96,200,92.64059,30.26406
aa7514,Zebra,367.98,-264.9983,227.7918,0.96,200,92.63989,30.26399
aa7514,Zebra,368.98,-264.9983,227.7918,0.96,200,92.63918,30.26392
aa7514,Zebra,369.98,-264.9983,227.7918,0.96,200,92.63847,30.26385
aa7514,Zebra,371.0,-264.9983,227.7918,0.96,200,92.63776,30.26378
aa7514,Zebra,372.05,-264.9983,227.7918,0.96,200,92.63704,30.2637
aa7514,Zebra,373.06,-264.9983,227.7918,0.96,200,92.63632,30.26363
aa7514,Zebra,374.12,-264.9983,227.7918,0.96,200,92.63561,30.26356
aa7514,Zebra,375.13,-264.9983,227.7918,0.96,200,92.63488,30.26349
aa7514,Zebra,376.13,-264.9983,227.7918,0.96,200,92.63419,30.26342
aa7514,Zebra,377.17,-264.9983,227.7918,0.96,200,92.63343,30.26334
aa7514,Zebra,378.2,-264.9983,227.7918,0.96,200,92.63272,30.26327
aa7514,Zebra,379.2,-264.9983,227.7918,0.96,200,92.63203,30.2632
aa7514,Zebra,380.2,-264.9983,227.7918,0.96,200,92.63132,30.26313
aa7514,Zebra,381.2,-264.9983,227.7918,0.96,200,92.63061,30.26306
aa7514,Zebra,382.2,-264.9983,227.7918,0.96,200,92.62993,30.26299
aa7514,Zebra,383.22,-264.9983,227.7918,0.96,200,92.62922,30.26292
aa7514,Zebra,384.22,-264.9983,227.7918,0.96,200,92.62851,30.26285
aa7514,Zebra,385.26,-264.9983,227.7918,0.96,200,92.62779,30.26278
aa7514,Zebra,386.31,-264.9983,227.7918,0.96,200,92.62705,30.2627
aa7514,Zebra,387.34,-264.9983,227.7918,0.96,200,92.62631,30.26263
aa7514,Zebra,388.34,-264.9983,227.7918,0.96,200,92.62561,30.26256
aa7514,Zebra,389.39,-264.9983,227.7918,0.96,200,92.62488,30.26249
aa7514,Zebra,390.48,-264.9983,227.7918,0.96,200,92.62413,30.26241
aa7514,Zebra,391.53,-264.9983,227.7918,0.96,200,92.62337,30.26234
aa7514,Zebra,392.58,-264.9983,227.7918,0.96,200,92.62264,30.26226
aa7514,Zebra,393.6,-264.9983,227.7918,0.96,200,92.62193,30.26219
aa7514,Zebra,394.61,-264.9983,227.7918,0.96,200,92.62121,30.26212
aa7514,Zebra,395.63,-264.9983,227.7918,0.96,200,92.62051,30.26205
aa7514,Zebra,396.63,-264.9983,227.7918,0.96,200,92.6198,30.26198
aa7514,Zebra,397.65,-264.9983,227.7918,0.96,200,92.61908,30.26191
aa7514,Zebra,398.67,-264.9983,227.7918,0.96,200,92.61837,30.26184
aa7514,Zebra,399.7,-264.9983,227.7918,0.96,200,92.61765,30.26176
aa7514,Zebra,400.72,-264.9983,227.7918,0.96,200,92.61694,30.26169
aa7514,Zebra,401.72,-264.9983,227.7918,0.96,200,92.61623,30.26162
aa7514,Zebra,402.75,-264.9983,227.7918,0.96,200,92.61552,30.26155
aa7514,Zebra,403.75,-264.9983,227.7918,0.96,200,92.61481,30.26148
aa7514,Zebra,404.75,-264.9983,227.7918,0.96,200,92.6141,30.26141
aa7514,Zebra,405.75,-264.9983,227.7918,0.96,200,92.6134,30.26134
aa7514,Zebra,406.77,-264.9983,227.7918,0.96,200,92.61268,30.26127
aa7514,Zebra,407.79,-264.9983,227.7918,0.96,200,92.61196,30.2612
aa7514,Zebra,408.81,-264.9983,227.7918,0.96,200,92.61125,30.26113
